91635, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,0.04, -0.13, -0.04, 0, 0, 0, 560, 25.03, 568.14, 94684.54, 25.26
92271, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.03, -0.19, -0.01, 0, 0, 0, 560, 25.03, 567.83, 94688.03, 25.31
92897, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.03, -0.09, 0.02, 0, 0, 0, 560, 25.03, 568.81, 94676.99, 25.27
93524, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.05, -0.17, -0.01, 0, 0, 0, 560, 25.03, 568.42, 94681.34, 25.27
94355, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.04, -0.26, -0.17, 0, 0, 0, 560, 25.03, 568.85, 94676.45, 25.26
95192, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.01, -0.21, 0.01, 0, 0, 0, 560, 25.03, 567.84, 94687.91, 25.28
95833, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,0.04, -0.09, 0.12, 0, 0, 0, 560, 25.03, 568.78, 94677.32, 25.31
96454, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,0.31, -0.13, -0.35, 0, 0, 0, 560, 25.03, 568.70, 94678.21, 25.28
97081, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.75, -0.28, 0.13, 0, 0, 0, 560, 25.03, 568.05, 94685.56, 25.29
97725, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,1.05, -0.42, -0.36, 0, 0, 0, 560, 25.03, 568.31, 94682.66, 25.28
98348, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,1.77, -0.56, 0.33, 0, 0, 0, 560, 25.03, 568.37, 94681.96, 25.29
98981, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.28, 0.90, -0.06, 0, 0, 0, 560, 25.03, 568.17, 94676.33, 25.32
99635, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.53, -0.09, 0.04, 0, 0, 0, 560, 25.05, 568.90, 94675.88, 25.29
100256, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,0.20, -0.50, -0.35, 0, 0, 0, 560, 25.05, 568.21, 94683.72, 25.29
100904, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,0.41, -0.35, 0.07, 0, 0, 0, 560, 25.05, 568.10, 94685.04, 25.32
101526, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.15, 0.42, 0.16, 0, 0, 0, 560, 25.05, 567.96, 94686.60, 25.30
102162, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.05, -0.68, -0.40, 0, 0, 0, 560, 25.05, 568.33, 94675.97, 25.33
102793, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.16, -0.05, 0.17, 0, 0, 0, 560, 25.05, 568.28, 94682.95, 25.29
103412, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.09, -0.01, 0.00, 0, 0, 0, 560, 25.05, 568.03, 94685.77, 25.30
104028, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.07, 0.37, 0.16, 0, 0, 0, 560, 25.05, 567.94, 94686.85, 25.33
104656, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,0.50, 0.49, -0.22, 0, 0, 0, 558, 25.11, 568.45, 94681.03, 25.29
105277, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.15, 0.52, -0.78, 0, 0, 0, 558, 25.11, 568.08, 94685.28, 25.30
105925, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.85, 0.65, 0.39, 0, 0, 0, 558, 25.11, 569.17, 94672.85, 25.29
106544, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.41, 0.02, 0.04, 0, 0, 0, 558, 25.11, 568.96, 94675.26, 25.30
107184, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,0.13, 0.96, 0.39, 0, 0, 0, 558, 25.11, 568.40, 94672.89, 25.34
107821, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,0.12, 0.47, 0.57, 0, 0, 0, 558, 25.11, 568.28, 94682.95, 25.30
108441, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.35, 0.06, 1.22, 0, 0, 0, 558, 25.11, 568.29, 94682.82, 25.31
109107, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.33, -0.01, 0.11, 0, 0, 0, 558, 25.10, 568.16, 94684.27, 25.30
109725, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,0.05, -0.05, 0.45, 0, 0, 0, 558, 25.10, 569.83, 94665.30, 25.30
110362, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.30, 0.02, 0.35, 0, 0, 0, 558, 25.10, 568.22, 94663.00, 25.34
110995, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.20, -0.11, 0.19, 0, 0, 0, 558, 25.10, 568.20, 94683.83, 25.31
111618, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.19, 0.61, 1.34, 0, 0, 0, 558, 25.10, 568.24, 94683.44, 25.31
112254, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,1.07, -0.49, -1.11, 0, 0, 0, 558, 25.10, 568.54, 94680.05, 25.35
112881, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.03, -0.32, 0.27, 0, 0, 0, 558, 25.10, 568.44, 94681.11, 25.31
113507, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.13, -0.67, -0.38, 0, 0, 0, 558, 25.10, 568.16, 94684.32, 25.32
114154, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.01, -0.24, -0.27, 0, 0, 0, 557, 25.09, 569.45, 94669.67, 25.32
114775, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.14, -0.53, -0.83, 0, 0, 0, 557, 25.09, 569.54, 94668.67, 25.32
115410, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.24, -0.89, -0.48, 0, 0, 0, 557, 25.09, 568.26, 94678.04, 25.36
116041, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.29, 0.73, -0.02, 0, 0, 0, 557, 25.09, 568.58, 94679.53, 25.33
116658, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.22, 0.10, -0.55, 0, 0, 0, 557, 25.09, 568.79, 94677.21, 25.33
117273, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.30, -0.14, -0.15, 0, 0, 0, 557, 25.09, 568.12, 94684.77, 25.37
117902, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.02, -0.24, -0.08, 0, 0, 0, 557, 25.09, 568.23, 94683.53, 25.33
